account_id,customer_id,account_type,balance,open_date
151,540,Credit,15722.32,2015-05-24
152,1453,Loan,-45723.42,2019-04-28
153,1096,Checking,19886.89,2019-04-02
154,1515,Checking,2608.2,2015-08-05
155,228,Credit,11811.05,2020-10-02
156,404,Checking,14982.01,2021-12-18
157,1979,Credit,11493.55,2015-08-17
158,1009,Savings,5395.75,2018-11-28
159,1578,Savings,11533.01,2020-05-30
160,1889,Checking,14361.76,2023-08-18
161,1532,Credit,15168.64,2018-03-01
162,511,Checking,8706.98,2018-02-02
163,1864,Savings,15919.62,2022-08-20
164,971,Savings,7889.5,2018-03-02
165,759,Loan,-26054.48,2022-01-12
166,435,Checking,19549.19,2023-10-25
167,234,Checking,14204.98,2022-09-29
168,1199,Loan,-43182.5,2024-10-03
169,1285,Loan,-8694.22,2022-02-07
170,1615,Savings,15596.61,2025-02-09
171,118,Credit,271.62,2018-11-28
172,1313,Credit,11831.62,2020-04-10
173,90,Checking,9870.88,2021-09-28
174,1294,Credit,2047.31,2020-10-12
175,1362,Credit,6025.87,2015-03-05
176,1376,Savings,13504.72,2020-01-06
177,1149,Checking,1203.81,2017-05-02
178,1757,Loan,-18195.1,2016-02-16
179,1497,Savings,4979.7,2018-03-19
180,1960,Checking,19762.17,2024-02-17
181,654,Checking,4025.73,2016-10-09
182,131,Savings,1246.11,2021-09-18
183,1177,Loan,-35027.72,2024-12-01
184,1486,Checking,15753.99,2016-02-03
185,1801,Savings,6768.23,2017-06-25
186,28,Credit,4722.99,2015-06-12
187,409,Savings,16313.85,2023-10-20
188,1686,Loan,-4963.57,2021-07-05
189,265,Savings,17979.38,2019-04-27
190,1925,Loan,-36472.74,2023-10-02
191,1842,Loan,-24991.4,2020-06-16
192,339,Checking,7548.56,2019-05-26
193,847,Checking,19431.73,2018-01-21
194,94,Credit,16461.8,2023-10-10
195,610,Savings,17730.42,2015-05-22
196,1000,Savings,8430.95,2019-06-30
197,135,Savings,6182.18,2021-10-06
198,41,Savings,7769.26,2018-01-20
199,975,Checking,2190.27,2021-11-12
200,83,Loan,-44559.5,2023-07-16
201,998,Credit,6647.63,2018-04-03
202,1945,Loan,-4643.37,2018-12-24
203,558,Loan,-7242.2,2020-09-29
204,439,Savings,3527.19,2022-01-24
205,1309,Loan,-16448.08,2017-01-16
206,634,Credit,18426.58,2021-09-06
207,1886,Credit,16321.28,2021-09-28
208,1833,Savings,5601.93,2024-07-17
209,557,Savings,11672.82,2023-05-08
210,870,Credit,13907.3,2019-05-03
211,1095,Credit,5635.33,2016-10-02
212,1274,Loan,-48718.95,2017-06-23
213,1570,Savings,4539.94,2016-04-06
214,1057,Savings,15037.64,2015-06-06
215,584,Credit,19651.21,2018-12-05
216,669,Savings,14229.42,2022-11-09
217,357,Checking,7105.55,2020-10-11
218,608,Loan,-4878.84,2020-03-20
219,8,Credit,16464.17,2019-07-19
220,1864,Credit,1372.55,2020-10-31
221,566,Credit,19152.02,2016-04-02
222,1769,Checking,4732.48,2016-12-23
223,1770,Savings,14711.4,2018-12-05
224,581,Loan,-45948.47,2021-06-06
225,558,Loan,-2753.89,2017-10-06
226,1239,Savings,2597.32,2020-04-22
227,1523,Savings,15179.09,2020-07-17
228,1033,Credit,751.22,2022-07-09
229,713,Checking,15203.58,2023-01-12
230,1474,Credit,11030.63,2019-08-01
231,30,Checking,8262.8,2020-06-06
232,1145,Loan,-49145.65,2018-02-17
233,497,Loan,-8841.36,2024-08-28
234,1204,Savings,18022.66,2017-11-02
235,1801,Savings,16985.35,2024-11-09
236,209,Credit,15674.12,2020-12-12
237,1949,Checking,18636.22,2020-04-30
238,1788,Credit,3286.78,2021-01-22
239,1713,Savings,13312.54,2020-11-19
240,1899,Checking,13282.02,2022-09-24
241,1026,Credit,12474.85,2019-04-02
242,672,Credit,17440.89,2018-07-24
243,1410,Checking,10048.26,2022-11-07
244,1934,Savings,14023.33,2023-06-11
245,764,Loan,-20289.07,2017-08-24
246,333,Checking,14670.83,2021-11-20
247,997,Credit,10970.79,2020-04-03
248,1407,Savings,13660.55,2016-08-25
249,177,Loan,-11569.32,2016-09-15
250,499,Checking,4534.4,2017-02-10
251,890,Savings,17969.23,2020-01-10
252,1714,Checking,14055.94,2017-09-27
253,110,Credit,1220.34,2017-12-07
254,1802,Checking,18765.62,2023-09-14
255,1609,Credit,19951.51,2021-09-25
256,1457,Checking,19352.14,2019-01-12
257,1461,Savings,9017.32,2023-06-19
258,176,Loan,-23424.68,2015-04-02
259,694,Savings,2415.11,2015-04-25
260,1515,Credit,15492.44,2020-08-06
261,1766,Loan,-9162.16,2020-08-26
262,206,Checking,11606.45,2018-08-16
263,507,Savings,4190.94,2019-05-04
264,37,Credit,18992.53,2022-05-03
265,932,Checking,6255.89,2017-11-27
266,1807,Savings,6256.66,2015-03-22
267,1123,Credit,11023.62,2024-12-31
268,1577,Checking,6496.52,2019-05-01
269,352,Credit,6836.64,2022-07-21
270,534,Savings,10141.16,2018-03-12
271,1569,Loan,-21594.3,2023-11-08
272,1948,Loan,-2981.47,2017-06-07
273,1930,Credit,5656.65,2023-11-22
274,105,Checking,1716.01,2019-01-18
275,1731,Credit,13716.55,2017-03-15
276,1550,Credit,8323.2,2016-11-02
277,1235,Loan,-30718.47,2016-09-25
278,760,Savings,13748.6,2018-02-24
279,1509,Checking,15740.31,2024-03-27
280,1351,Savings,6693.67,2016-06-26
281,506,Savings,18200.26,2023-09-07
282,849,Checking,5911.74,2018-11-16
283,1508,Savings,14160.32,2016-01-23
284,1315,Credit,12578.91,2017-08-21
285,1171,Savings,3458.37,2020-02-17
286,108,Checking,7928.89,2020-06-05
287,1793,Checking,1142.63,2022-01-09
288,684,Savings,2845.74,2021-09-06
289,807,Loan,-33675.2,2024-04-03
290,1407,Loan,-17771.04,2024-09-28
291,592,Savings,15282.61,2022-10-11
292,334,Credit,10986.65,2021-07-23
293,208,Savings,8349.32,2016-12-06
294,198,Loan,-46079.91,2019-08-25
295,35,Savings,5816.13,2018-11-01
296,1571,Credit,14923.84,2023-09-17
297,380,Credit,15985.84,2016-12-17
298,131,Loan,-11992.65,2018-02-17
299,362,Checking,2823.52,2022-07-27
300,923,Loan,-37059.36,2018-05-07
301,1351,Loan,-47388.64,2015-11-27
302,1520,Credit,19366.4,2021-09-16
303,749,Savings,19287.13,2016-10-07
304,468,Loan,-19868.16,2015-07-09
305,573,Checking,19253.68,2016-01-07
306,1796,Loan,-6707.97,2017-02-07
307,1481,Loan,-29624.61,2020-09-21
308,998,Savings,6412.98,2015-07-18
309,534,Savings,694.62,2024-03-23
310,1959,Checking,323.22,2020-04-25
311,1715,Checking,14210.97,2018-05-19
312,678,Loan,-39766.27,2019-02-27
313,943,Savings,7801.87,2016-03-06
314,1196,Checking,11342.99,2023-11-05
315,34,Credit,5367.19,2022-10-26
316,313,Savings,8525.13,2022-07-03
317,743,Checking,11020.62,2024-11-18
318,384,Savings,9130.53,2017-06-26
319,112,Loan,-33275.98,2015-12-07
320,994,Loan,-7275.39,2017-06-01
321,1718,Checking,12515.47,2015-04-21
322,792,Credit,15369.84,2017-12-16
323,1059,Checking,16856.73,2017-03-31
324,1768,Credit,5968.03,2020-12-06
325,1418,Credit,6596.92,2024-11-13
326,286,Loan,-33772.76,2024-03-12
327,1111,Loan,-22554.84,2023-01-12
328,1988,Credit,19065.38,2017-05-01
329,992,Savings,15759.93,2022-05-13
330,1647,Savings,17619.9,2015-07-08
331,1818,Credit,12193.26,2018-08-22
332,241,Credit,15093.54,2016-10-09
333,1898,Loan,-23680.05,2021-04-03
334,971,Checking,3792.03,2021-08-19
335,1841,Loan,-9691.45,2017-06-03
336,1971,Checking,19566.5,2016-08-04
337,1132,Savings,5424.85,2020-08-18
338,682,Checking,10571.68,2021-10-03
339,1871,Loan,-34199.9,2016-08-15
340,1626,Savings,2027.88,2016-01-01
341,1140,Credit,11038.57,2018-10-12
342,1802,Savings,4545.42,2016-11-06
343,460,Credit,15064.7,2024-01-21
344,827,Checking,7136.89,2020-09-03
345,715,Credit,18963.16,2018-08-24
346,1752,Loan,-10986.09,2018-06-15
347,1450,Checking,15968.22,2015-07-28
348,387,Credit,14729.73,2017-04-29
349,777,Loan,-37419.94,2020-01-13
350,1401,Checking,10495.67,2024-02-29
351,185,Savings,19419.01,2021-03-20
352,1426,Savings,18098.98,2017-04-21
353,1819,Checking,9793.57,2022-10-15
354,714,Checking,10208.23,2017-01-21
355,975,Savings,15028.17,2020-09-21
356,1256,Checking,2545.03,2017-08-14
357,854,Loan,-29581.87,2015-12-13
358,1731,Loan,-3104.57,2024-02-04
359,1981,Checking,8952.83,2015-06-06
360,1748,Credit,17212.84,2019-06-07
361,267,Loan,-49200.96,2017-07-09
362,400,Credit,5145.86,2015-08-23
363,98,Loan,-30863.77,2018-08-27
364,971,Credit,6499.0,2017-02-28
365,222,Savings,5558.32,2018-06-21
366,1840,Savings,14106.18,2020-07-24
367,370,Loan,-21149.36,2024-06-10
368,1789,Checking,14243.7,2016-03-10
369,1621,Savings,9793.89,2018-01-08
370,840,Loan,-1983.25,2021-09-22
371,332,Checking,4427.19,2023-06-13
372,1458,Checking,15847.24,2015-10-19
373,1231,Savings,4391.36,2020-01-22
374,3,Credit,8468.96,2022-06-18
375,1027,Loan,-38642.38,2016-07-20
376,853,Loan,-34050.18,2020-11-11
377,1963,Credit,8712.72,2023-09-16
378,506,Credit,2044.96,2018-09-30
379,162,Credit,9227.31,2021-08-20
380,1829,Credit,13186.89,2020-11-06
381,1665,Loan,-26687.69,2022-06-09
382,1252,Checking,6494.79,2019-11-01
383,179,Savings,3885.83,2021-10-04
384,1038,Credit,12452.32,2018-09-06
385,168,Loan,-33117.25,2016-08-09
386,1912,Checking,16162.7,2016-10-09
387,1952,Credit,3278.92,2024-06-20
388,409,Credit,223.51,2018-06-25
389,510,Loan,-7991.78,2022-04-16
390,1332,Credit,12268.83,2020-11-29
391,803,Savings,16822.67,2015-12-02
392,628,Loan,-41727.96,2017-09-27
393,1777,Checking,19151.26,2020-07-06
394,95,Checking,17682.6,2016-06-30
395,27,Loan,-16362.07,2018-01-23
396,876,Loan,-2383.69,2018-08-25
397,498,Checking,1414.23,2023-04-25
398,98,Savings,838.8,2016-12-01
399,1510,Loan,-1369.69,2024-08-25
400,1924,Checking,4448.27,2018-07-15
401,1130,Savings,12391.59,2021-06-10
402,1769,Savings,15114.84,2020-11-29
403,1641,Savings,15785.72,2022-09-03
404,1719,Savings,15335.76,2020-04-26
405,1138,Loan,-42722.87,2017-10-05
406,615,Checking,12226.61,2025-02-03
407,1492,Checking,81.26,2021-08-02
408,1984,Checking,2976.62,2018-12-13
409,989,Credit,10995.04,2020-06-17
410,1435,Savings,2159.88,2024-08-09
411,1121,Checking,11596.75,2016-06-04
412,823,Credit,14419.36,2021-01-21
413,1669,Loan,-20505.29,2023-04-11
414,642,Loan,-23839.46,2022-01-12
415,911,Checking,5972.17,2015-06-26
416,1242,Checking,475.39,2022-09-07
417,357,Credit,12662.23,2022-10-20
418,1521,Savings,5224.69,2019-07-06
419,206,Checking,17550.55,2025-01-11
420,662,Credit,19958.5,2018-04-18
421,1594,Savings,5509.74,2024-09-03
422,1404,Loan,-41990.61,2022-11-06
423,135,Savings,16408.3,2017-02-12
424,254,Checking,6870.91,2023-08-16
425,1291,Credit,11749.23,2015-06-21
426,1196,Credit,13665.11,2017-02-12
427,779,Loan,-16366.92,2022-04-07
428,1877,Savings,1743.59,2017-04-01
429,1135,Savings,11234.11,2025-01-12
430,868,Savings,2159.42,2021-08-14
431,43,Savings,15451.13,2021-01-28
432,887,Savings,7386.0,2023-07-28
433,1349,Credit,3826.85,2021-02-13
434,751,Loan,-13744.25,2018-12-25
435,1738,Credit,10315.46,2022-02-23
436,1987,Checking,15781.78,2022-11-28
437,117,Loan,-14086.59,2018-03-16
438,390,Credit,5868.21,2020-11-18
439,383,Savings,2472.9,2015-07-27
440,1022,Savings,1072.68,2021-05-10
441,1807,Loan,-36318.4,2025-01-11
442,807,Loan,-38941.75,2019-11-11
443,415,Loan,-41616.48,2015-07-26
444,1883,Loan,-8663.85,2023-06-27
445,828,Loan,-14439.42,2019-12-06
446,587,Credit,960.22,2021-05-04
447,1083,Checking,472.07,2022-05-24
448,1959,Loan,-18748.88,2021-03-05
449,1089,Savings,14748.99,2018-05-20
450,1512,Loan,-13213.78,2020-08-12
451,1875,Loan,-3128.34,2022-01-19
452,1352,Savings,14269.89,2016-11-18
453,746,Credit,15083.27,2024-05-15
454,1670,Loan,-37246.86,2019-12-20
455,1198,Loan,-34729.85,2017-05-15
456,913,Credit,7727.1,2017-04-17
457,974,Checking,2332.42,2019-10-07
458,1558,Savings,16454.67,2015-06-02
459,1086,Savings,16750.15,2021-09-28
460,78,Loan,-36142.68,2017-10-24
461,821,Loan,-13127.92,2018-04-21
462,1642,Savings,13156.83,2017-07-05
463,685,Credit,17673.15,2015-10-08
464,262,Checking,7110.75,2021-03-07
465,720,Savings,3246.37,2020-09-02
466,327,Checking,3634.52,2022-04-19
467,716,Loan,-16021.81,2015-07-26
468,844,Credit,2354.64,2018-12-23
469,616,Loan,-46850.95,2020-04-22
470,1927,Loan,-40591.66,2022-04-09
471,1213,Checking,10010.69,2024-10-22
472,1453,Loan,-21399.86,2019-08-12
473,1236,Credit,15194.62,2018-05-18
474,454,Credit,7183.59,2020-06-24
475,1386,Loan,-43984.51,2019-04-16
476,171,Credit,19532.44,2019-01-10
477,313,Savings,385.51,2017-08-30
478,1712,Credit,13168.39,2018-12-14
479,319,Loan,-46938.49,2016-09-09
480,405,Checking,4511.63,2016-09-29
481,1794,Loan,-5950.64,2024-02-28
482,1018,Checking,12741.95,2020-04-26
483,583,Loan,-26069.55,2023-04-17
484,331,Savings,17359.26,2017-01-09
485,1824,Loan,-44404.86,2023-01-29
486,1821,Savings,5888.84,2022-03-09
487,745,Credit,11001.96,2021-03-31
488,4,Loan,-17828.29,2016-01-18
489,89,Credit,18878.33,2020-10-24
490,1757,Loan,-15814.31,2021-04-13
491,1386,Loan,-26622.02,2016-06-16
492,825,Loan,-18858.0,2019-12-01
493,732,Checking,17907.29,2016-12-30
494,833,Credit,14438.06,2019-02-06
495,1620,Loan,-5791.47,2019-11-14
496,1836,Credit,5110.07,2023-05-12
497,1330,Savings,9863.74,2024-09-04
498,106,Loan,-13000.27,2017-05-25
499,466,Checking,15743.81,2021-08-23
500,1304,Checking,10972.31,2018-10-13
501,374,Savings,16145.47,2019-04-15
502,1343,Savings,13590.94,2016-11-03
503,36,Credit,1836.9,2018-01-10
504,756,Credit,14685.86,2019-11-19
505,234,Checking,14683.92,2019-08-19
506,22,Credit,2295.25,2019-05-06
507,704,Credit,9055.24,2021-05-22
508,1274,Credit,16104.96,2022-11-28
509,1677,Credit,4072.81,2018-08-15
510,1196,Credit,302.53,2021-11-30
511,1037,Savings,13849.45,2019-01-10
512,1781,Checking,2099.99,2022-09-14
513,672,Checking,10848.19,2019-11-09
514,1274,Credit,3400.8,2016-04-23
515,1869,Loan,-48456.88,2015-07-30
516,1227,Savings,8108.34,2025-02-11
517,621,Savings,4314.16,2023-09-11
518,1533,Loan,-11604.13,2015-06-20
519,637,Checking,19508.64,2020-07-18
520,545,Loan,-19676.06,2020-12-17
521,1089,Checking,16465.29,2019-10-14
522,468,Credit,4841.81,2015-09-03
523,1646,Savings,18770.46,2018-07-28
524,1169,Checking,5301.72,2019-08-10
525,828,Credit,8031.78,2019-07-04
526,80,Savings,12277.34,2020-08-31
527,1816,Checking,16277.85,2021-03-09
528,1664,Savings,9777.26,2020-12-12
529,1724,Savings,17860.27,2016-08-29
530,33,Credit,3200.34,2017-01-31
531,1129,Checking,1915.27,2024-01-29
532,695,Savings,14549.7,2020-05-15
533,168,Checking,9179.57,2024-08-13
534,535,Credit,12238.99,2016-06-20
535,405,Loan,-33464.18,2016-07-01
536,1876,Savings,6485.5,2015-09-19
537,945,Checking,750.26,2023-05-07
538,63,Savings,581.24,2020-12-09
539,1597,Credit,5507.36,2022-12-29
540,1260,Checking,17907.78,2018-05-28
541,197,Credit,8652.91,2017-05-21
542,1869,Credit,16499.79,2016-12-26
543,877,Checking,9241.18,2019-04-14
544,1236,Checking,7451.56,2022-06-02
545,875,Loan,-7129.63,2018-11-21
546,256,Loan,-15592.3,2018-06-19
547,630,Loan,-36546.19,2024-11-19
548,1096,Savings,16898.82,2017-07-21
549,273,Savings,9359.27,2019-10-11
550,1958,Loan,-41405.29,2018-10-28
551,409,Savings,2605.8,2023-02-09
552,1882,Checking,11816.62,2022-10-21
553,1118,Checking,11201.15,2015-04-26
554,1047,Credit,7810.58,2020-10-03
555,355,Credit,15898.65,2020-11-21
556,1546,Credit,13150.13,2016-07-03
557,1434,Credit,11688.53,2020-03-13
558,1681,Loan,-20111.69,2016-12-24
559,1740,Credit,13640.39,2015-12-22
560,905,Savings,2895.92,2024-11-28
561,1247,Loan,-17974.44,2016-02-01
562,1860,Checking,13523.46,2015-11-01
563,1124,Loan,-27296.39,2023-05-01
564,458,Loan,-40065.86,2020-08-09
565,1878,Savings,11950.54,2016-07-12
566,778,Checking,7475.56,2020-07-27
567,325,Loan,-10703.6,2024-10-21
568,811,Credit,6785.55,2023-10-23
569,1337,Savings,12190.54,2022-04-26
570,815,Loan,-12112.3,2020-09-11
571,1339,Savings,16607.25,2020-01-25
572,1589,Checking,11391.6,2017-11-27
573,1523,Savings,1811.2,2024-02-16
574,147,Savings,12063.99,2023-03-05
575,932,Credit,17383.13,2021-03-13
576,345,Credit,18829.84,2015-05-15
577,105,Checking,16438.86,2018-02-06
578,1060,Checking,17612.52,2023-11-13
579,1795,Loan,-31769.58,2022-07-08
580,814,Credit,4112.68,2022-01-10
581,53,Savings,10425.26,2018-07-25
582,766,Savings,3418.35,2018-08-22
583,1847,Savings,550.72,2024-05-31
584,1955,Savings,15097.48,2017-05-21
585,400,Credit,18000.89,2020-06-07
586,451,Loan,-30988.89,2022-10-17
587,813,Checking,8428.08,2022-03-03
588,1651,Savings,7601.68,2017-08-03
589,540,Credit,1067.86,2024-09-16
590,1782,Checking,5678.67,2015-09-20
591,738,Loan,-15103.23,2019-11-18
592,1663,Savings,12842.73,2021-09-29
593,1339,Credit,9501.93,2019-10-24
594,1956,Checking,8363.86,2019-01-07
595,1399,Loan,-46576.4,2023-06-14
596,1187,Savings,2139.14,2021-03-16
597,66,Savings,6164.49,2015-11-12
598,444,Loan,-48705.66,2023-04-03
599,1273,Checking,11053.68,2021-12-24
600,1521,Credit,8861.84,2018-01-31
601,1085,Checking,4696.83,2022-12-06
602,1356,Savings,5183.32,2022-05-09
603,1016,Credit,2277.87,2017-11-04
604,1597,Loan,-28387.63,2015-04-29
605,1311,Loan,-21196.0,2024-07-27
606,1406,Credit,8428.33,2017-11-17
607,168,Loan,-33247.78,2019-09-11
608,524,Checking,15019.79,2018-06-23
609,897,Checking,16174.04,2019-07-16
610,1420,Loan,-6558.71,2021-09-14
611,137,Credit,1208.94,2017-01-03
612,743,Checking,7947.79,2016-11-03
613,1496,Loan,-23559.57,2023-08-02
614,1749,Checking,14689.78,2019-01-15
615,1483,Loan,-25721.71,2017-08-11
616,1384,Credit,15688.0,2021-06-25
617,497,Checking,8496.46,2015-03-09
618,985,Credit,5944.71,2020-05-17
619,560,Savings,11096.82,2016-09-28
620,1263,Loan,-10629.63,2015-11-29
621,740,Loan,-12909.06,2016-09-01
622,353,Loan,-45686.16,2020-05-29
623,116,Checking,10770.71,2015-10-10
624,1238,Credit,7257.24,2023-04-11
625,1609,Loan,-2847.68,2021-11-16
626,216,Loan,-34864.95,2020-08-28
627,649,Loan,-34941.08,2022-01-17
628,540,Credit,10184.39,2024-06-25
629,17,Credit,19363.04,2022-05-11
630,1063,Loan,-19981.33,2018-09-18
631,1541,Credit,12965.84,2020-02-18
632,655,Credit,13281.11,2017-01-11
633,250,Savings,16469.96,2021-11-26
634,1270,Checking,14271.12,2022-06-13
635,1067,Savings,12438.97,2021-11-07
636,393,Loan,-31538.26,2018-12-23
637,1652,Checking,2910.57,2024-03-09
638,1039,Checking,10188.36,2020-12-31
639,55,Checking,8916.39,2022-08-26
640,1853,Checking,7188.94,2022-08-21
641,1863,Savings,19924.18,2023-04-05
642,694,Loan,-24029.87,2021-10-20
643,1032,Savings,2148.06,2023-06-18
644,902,Loan,-13769.67,2016-06-03
645,1382,Credit,8881.13,2021-11-16
646,480,Credit,6278.01,2018-06-19
647,917,Loan,-27742.62,2019-10-02
648,911,Credit,7883.25,2022-03-02
649,1072,Credit,1631.77,2016-02-29
650,1907,Credit,3523.86,2018-04-11
651,832,Credit,19956.05,2023-04-28
652,1308,Loan,-31285.22,2020-11-30
653,358,Checking,18306.78,2022-04-04
654,103,Checking,5269.09,2024-04-23
655,994,Credit,15920.92,2022-02-08
656,862,Checking,17373.96,2021-01-31
657,1569,Checking,9335.08,2019-11-21
658,1249,Loan,-11096.87,2016-06-18
659,664,Credit,11188.59,2024-12-09
660,1410,Checking,16715.04,2018-12-04
661,1578,Loan,-45668.18,2017-03-21
662,194,Credit,3638.02,2015-03-07
663,1828,Savings,15626.67,2023-09-06
664,39,Credit,13274.98,2019-06-10
665,1683,Savings,8791.78,2019-06-05
666,577,Checking,8781.35,2020-09-21
667,738,Credit,15088.78,2020-08-15
668,1577,Loan,-38095.91,2021-10-19
669,1362,Checking,8098.41,2021-10-12
670,657,Loan,-1412.45,2018-12-26
671,1097,Checking,15721.82,2021-03-28
672,764,Savings,11067.03,2018-03-02
673,170,Savings,13514.75,2020-06-30
